t,Naive3,UCB1,Random,Softmax0.1,EnsembleEAnnealingUpdateAll,EnsembleRandomUpdateAll,EXP30.5,eAnnealing,eGreedy0.1,
260200,0.0010598673,0.0000000000,0.0004005488,0.0065633883,0.0009701057,,0.0006805610,0.0009775939,0.0008855500,
260300,0.0010640645,0.0000000000,0.0003988696,0.0065606638,0.0009741403,,0.0006816309,0.0009782201,0.0008879587,
260400,0.0010658181,0.0000000020,0.0003978885,0.0065559108,0.0009756268,,0.0006812595,0.0009771680,0.0008887161,
260500,0.0010741348,0.0000000017,0.0003978538,0.0065525720,0.0009718826,,0.0006804168,0.0009737921,0.0008898936,
260600,0.0010801090,0.0000000000,0.0003966000,0.0065483545,0.0009704421,,0.0006816014,0.0009773665,0.0008909926,
260700,0.0010861103,0.0000000013,0.0003965084,0.0065430710,0.0009710604,,0.0006812145,0.0009834932,0.0008901480,
260800,0.0010913205,0.0000000000,0.0003968200,0.0065400463,0.0009704647,,0.0006814192,0.0009880101,0.0008915583,
260900,0.0011006445,0.0000000000,0.0003982799,0.0065403812,0.0009705068,,0.0006809651,0.0009848691,0.0008864098,
261000,0.0011008457,0.0000000008,0.0003946471,0.0065408592,0.0009724983,,0.0006822130,0.0009866282,0.0008881925,
261100,0.0011002880,0.0000000000,0.0003939889,0.0065418281,0.0009780597,,0.0006858552,0.0009867481,0.0008894949,
261200,0.0011054464,0.0000000000,0.0003935316,0.0065380434,0.0009788546,,0.0006846596,0.0009831947,0.0008885973,
261300,0.0011052006,0.0000000019,0.0003939254,0.0065358142,0.0009781001,,0.0006845503,0.0009806159,0.0008870269,
261400,0.0011134828,0.0000000000,0.0003951151,0.0065336556,0.0009778682,,0.0006842861,0.0009833042,0.0008893542,
261500,0.0011143474,0.0000000008,0.0003943416,0.0065332749,0.0009825156,,0.0006853638,0.0009882454,0.0008886239,
261600,0.0011158957,0.0000000000,0.0003935683,0.0065311249,0.0009769255,,0.0006824741,0.0009887498,0.0008858451,
261700,0.0011192267,0.0000000000,0.0003927018,0.0065310832,0.0009756773,,0.0006812752,0.0009817521,0.0008888685,
261800,0.0011210105,0.0000000000,0.0003948807,0.0065290994,0.0009800847,,0.0006800525,0.0009828169,0.0008929547,
261900,0.0011189867,0.0000000000,0.0003934164,0.0065293987,0.0009801438,,0.0006792394,0.0009856910,0.0008949028,
262000,0.0011241641,0.0000000000,0.0003922654,0.0065291220,0.0009771237,,0.0006792262,0.0009830999,0.0008990776,
262100,0.0011247311,0.0000000000,0.0003919246,0.0065318691,0.0009792729,,0.0006772227,0.0009770977,0.0009022183,
262200,0.0011267442,0.0000000024,0.0003935625,0.0065307176,0.0009842663,,0.0006752340,0.0009804856,0.0008991196,
262300,0.0011266414,0.0000000015,0.0003959772,0.0065308496,0.0009830795,,0.0006733102,0.0009835013,0.0009007533,
262400,0.0011273549,0.0000000000,0.0003931852,0.0065297745,0.0009836373,,0.0006735717,0.0009794758,0.0009017181,
262500,0.0011295752,0.0000000000,0.0003932203,0.0065297065,0.0009830130,,0.0006701488,0.0009752835,0.0009025922,
262600,0.0011365660,0.0000000000,0.0003919859,0.0065305556,0.0009853185,,0.0006684917,0.0009787742,0.0009011380,
262700,0.0011342560,0.0000000017,0.0003929025,0.0065280506,0.0009864100,,0.0006666559,0.0009788681,0.0009004073,
262800,0.0011387581,0.0000000011,0.0003918127,0.0065273375,0.0009831774,,0.0006653712,0.0009765143,0.0009006307,
262900,0.0011438570,0.0000000011,0.0003917285,0.0065264048,0.0009812261,,0.0006656139,0.0009752241,0.0009001199,
263000,0.0011466539,0.0000000000,0.0003904259,0.0065258371,0.0009860191,,0.0006685220,0.0009817717,0.0008938189,
263100,0.0011500040,0.0000000013,0.0003902351,0.0065246822,0.0009886564,,0.0006686296,0.0009838048,0.0008949992,
263200,0.0011543018,0.0000000020,0.0003891782,0.0065242538,0.0009848886,,0.0006699077,0.0009803033,0.0008981938,
263300,0.0011552825,0.0000000000,0.0003894971,0.0065248493,0.0009861651,,0.0006687178,0.0009787936,0.0008956042,
263400,0.0011592697,0.0000000000,0.0003910007,0.0065222661,0.0009878616,,0.0006685115,0.0009829902,0.0008914073,
263500,0.0011605482,0.0000000013,0.0003925459,0.0065190634,0.0009930423,,0.0006685238,0.0009854673,0.0008932642,
263600,0.0011614431,0.0000000013,0.0003922270,0.0065154561,0.0009937181,,0.0006678908,0.0009835219,0.0008934280,
263700,0.0011684894,0.0000000022,0.0003925698,0.0065140963,0.0009918488,,0.0006700072,0.0009806443,0.0008949477,
263800,0.0011744361,0.0000000000,0.0003894032,0.0065104038,0.0009923902,,0.0006700126,0.0009831792,0.0008951343,
263900,0.0011733165,0.0000000015,0.0003888375,0.0065083819,0.0009944384,,0.0006658964,0.0009861685,0.0008963427,
264000,0.0011815347,0.0000000000,0.0003884136,0.0065049205,0.0009917424,,0.0006643036,0.0009821094,0.0008997117,
264100,0.0011800824,0.0000000000,0.0003890053,0.0065041385,0.0009893793,,0.0006617160,0.0009817376,0.0009019503,
264200,0.0011801582,0.0000000020,0.0003872312,0.0065006379,0.0009910366,,0.0006600180,0.0009863039,0.0009028083,
264300,0.0011806212,0.0000000000,0.0003872932,0.0064982014,0.0009908924,,0.0006606041,0.0009873214,0.0009075873,
264400,0.0011854353,0.0000000019,0.0003873281,0.0064967025,0.0009907488,,0.0006636795,0.0009855569,0.0009135562,
264500,0.0011873448,0.0000000015,0.0003875249,0.0064948500,0.0009874281,,0.0006629229,0.0009836583,0.0009107541,
264600,0.0011908940,0.0000000000,0.0003872120,0.0064911493,0.0009858134,,0.0006637302,0.0009864850,0.0009133577,
264700,0.0011931709,0.0000000000,0.0003915851,0.0064902314,0.0009857753,,0.0006598446,0.0009882554,0.0009159143,
264800,0.0011950306,0.0000000000,0.0003928528,0.0064880153,0.0009840717,,0.0006613715,0.0009859347,0.0009140883,
264900,0.0011947406,0.0000000000,0.0003918369,0.0064857062,0.0009834842,,0.0006624488,0.0009850322,0.0009166371,
265000,0.0011963923,0.0000000000,0.0003914680,0.0064795858,0.0009876358,,0.0006633292,0.0009800625,0.0009179587,
265100,0.0011978965,0.0000000000,0.0003912669,0.0064782875,0.0009841101,,0.0006626526,0.0009834570,0.0009203469,
265200,0.0011985700,0.0000000011,0.0003892450,0.0064769718,0.0009842375,,0.0006635316,0.0009753625,0.0009194819,
265300,0.0012011373,0.0000000013,0.0003914172,0.0064757796,0.0009834440,,0.0006618874,0.0009774132,0.0009210836,
265400,0.0012008495,0.0000000015,0.0003894337,0.0064775356,0.0009834345,,0.0006620471,0.0009762040,0.0009182873,
265500,0.0012007462,0.0000000013,0.0003884290,0.0064781247,0.0009838214,,0.0006620016,0.0009799439,0.0009160816,
265600,0.0012028330,0.0000000008,0.0003869457,0.0064776423,0.0009853889,,0.0006589825,0.0009761257,0.0009179634,
265700,0.0012036002,0.0000000000,0.0003879379,0.0064774337,0.0009857497,,0.0006597634,0.0009788913,0.0009191749,
265800,0.0012074888,0.0000000000,0.0003872139,0.0064737197,0.0009860848,,0.0006618932,0.0009782159,0.0009203980,
265900,0.0012112787,0.0000000000,0.0003853047,0.0064728107,0.0009815692,,0.0006615135,0.0009794288,0.0009196423,
266000,0.0012195514,0.0000000000,0.0003885069,0.0064694032,0.0009764601,,0.0006631050,0.0009799647,0.0009205851,
266100,0.0012242342,0.0000000000,0.0003900977,0.0064660981,0.0009763520,,0.0006628423,0.0009827055,0.0009179168,
266200,0.0012252243,0.0000000000,0.0003912229,0.0064660865,0.0009805497,,0.0006652787,0.0009845215,0.0009170615,
266300,0.0012289510,0.0000000020,0.0003885428,0.0064649527,0.0009782603,,0.0006677552,0.0009853357,0.0009165796,
266400,0.0012340062,0.0000000019,0.0003898812,0.0064646730,0.0009784517,,0.0006678482,0.0009858333,0.0009167469,
266500,0.0012417398,0.0000000015,0.0003918942,0.0064632463,0.0009820116,,0.0006656251,0.0009876826,0.0009188781,
266600,0.0012515916,0.0000000000,0.0003927664,0.0064648336,0.0009833240,,0.0006638851,0.0009878922,0.0009162384,
266700,0.0012605968,0.0000000008,0.0003953047,0.0064648585,0.0009852444,,0.0006623590,0.0009828182,0.0009181542,
266800,0.0012643427,0.0000000000,0.0003967568,0.0064657343,0.0009852828,,0.0006616027,0.0009822223,0.0009195425,
266900,0.0012737921,0.0000000000,0.0003957958,0.0064651691,0.0009837943,,0.0006609668,0.0009858931,0.0009230229,
267000,0.0012814190,0.0000000000,0.0003981357,0.0064677339,0.0009848134,,0.0006618479,0.0009881578,0.0009272431,
267100,0.0012821006,0.0000000000,0.0003951385,0.0064697095,0.0009887463,,0.0006632129,0.0009906558,0.0009285315,
267200,0.0012876300,0.0000000023,0.0003952006,0.0064729496,0.0009840229,,0.0006639346,0.0009891432,0.0009317507,
267300,0.0012883053,0.0000000023,0.0003955365,0.0064744966,0.0009893690,,0.0006644754,0.0009903697,0.0009295880,
267400,0.0012960828,0.0000000022,0.0003964207,0.0064734594,0.0009884076,,0.0006633909,0.0009935493,0.0009340528,
267500,0.0013018487,0.0000000000,0.0003968143,0.0064723605,0.0009917671,,0.0006623411,0.0009946176,0.0009270472,
267600,0.0013079645,0.0000000000,0.0003971189,0.0064728749,0.0009928630,,0.0006618131,0.0009930491,0.0009318725,
267700,0.0013144981,0.0000000000,0.0003947261,0.0064710139,0.0009888086,,0.0006631054,0.0009916873,0.0009286618,
267800,0.0013219131,0.0000000019,0.0003933101,0.0064715287,0.0009904266,,0.0006637851,0.0009974319,0.0009341298,
267900,0.0013246165,0.0000000000,0.0003929561,0.0064706183,0.0009955844,,0.0006649901,0.0009964881,0.0009324479,
268000,0.0013273657,0.0000000000,0.0003935182,0.0064713073,0.0009951485,,0.0006623593,0.0009986955,0.0009327711,
268100,0.0013324509,0.0000000020,0.0003924084,0.0064722248,0.0009914287,,0.0006624567,0.0009951287,0.0009368579,
268200,0.0013388090,0.0000000000,0.0003923731,0.0064724897,0.0009931319,,0.0006608091,0.0009991353,0.0009322272,
268300,0.0013396474,0.0000000008,0.0003923940,0.0064739793,0.0009995156,,0.0006598043,0.0010019304,0.0009365838,
268400,0.0013459036,0.0000000020,0.0003923223,0.0064774092,0.0010020887,,0.0006584074,0.0009993891,0.0009349697,
268500,0.0013571619,0.0000000000,0.0003914040,0.0064788202,0.0009955762,,0.0006552560,0.0009970523,0.0009387978,
268600,0.0013628145,0.0000000000,0.0003916536,0.0064805292,0.0009972995,,0.0006554336,0.0010002119,0.0009375530,
268700,0.0013697827,0.0000000000,0.0003901237,0.0064847157,0.0010026382,,0.0006545217,0.0010032900,0.0009359358,
268800,0.0013768669,0.0000000000,0.0003904606,0.0064869444,0.0009996627,,0.0006524857,0.0009976298,0.0009382471,
268900,0.0013855025,0.0000000000,0.0003942211,0.0064861633,0.0010003270,,0.0006533640,0.0009952758,0.0009376498,
269000,0.0013930932,0.0000000011,0.0003964887,0.0064860684,0.0010031915,,0.0006542183,0.0010021219,0.0009349838,
269100,0.0014001861,0.0000000000,0.0003957379,0.0064875634,0.0010076950,,0.0006515062,0.0010069652,0.0009291550,
269200,0.0014096702,0.0000000017,0.0003954523,0.0064906373,0.0010060310,,0.0006533691,0.0010026349,0.0009310030,
269300,0.0014162993,0.0000000000,0.0003926997,0.0064906371,0.0010041773,,0.0006548065,0.0009946113,0.0009315838,
269400,0.0014219229,0.0000000000,0.0003930794,0.0064955623,0.0010042220,,0.0006565975,0.0010023095,0.0009252142,
269500,0.0014266398,0.0000000011,0.0003930366,0.0064971341,0.0010056729,,0.0006584398,0.0010054524,0.0009226467,
269600,0.0014312464,0.0000000000,0.0003928169,0.0064989225,0.0010087274,,0.0006594419,0.0010063083,0.0009249454,
269700,0.0014381292,0.0000000000,0.0003938963,0.0065023730,0.0010109591,,0.0006577872,0.0010033364,0.0009235991,
269800,0.0014460703,0.0000000000,0.0003931580,0.0065043031,0.0010141317,,0.0006564167,0.0010065608,0.0009210629,
269900,0.0014519728,0.0000000000,0.0003919630,0.0065059536,0.0010150456,,0.0006579274,0.0010091502,0.0009217645,
270000,0.0014593615,0.0000000011,0.0003930580,0.0065097282,0.0010159639,,0.0006586712,0.0010062167,0.0009244303,
270100,0.0014706936,0.0000000000,0.0003916053,0.0065108599,0.0010150886,,0.0006564105,0.0010037665,0.0009188543,
270200,0.0014756582,0.0000000000,0.0003919098,0.0065136789,0.0010207655,,0.0006564517,0.0010062764,0.0009213874,
270300,0.0014829971,0.0000000008,0.0003916385,0.0065183216,0.0010221118,,0.0006589244,0.0010076502,0.0009249458,
270400,0.0014898992,0.0000000000,0.0003909289,0.0065204737,0.0010219667,,0.0006574962,0.0010051107,0.0009268342,
270500,0.0014938920,0.0000000020,0.0003914437,0.0065241166,0.0010239146,,0.0006569164,0.0010100104,0.0009264846,
270600,0.0015002098,0.0000000000,0.0003926215,0.0065255153,0.0010287331,,0.0006567948,0.0010082953,0.0009232543,
270700,0.0015064778,0.0000000020,0.0003911106,0.0065283421,0.0010298161,,0.0006562264,0.0010140164,0.0009252543,
270800,0.0015116232,0.0000000000,0.0003933744,0.0065316536,0.0010292206,,0.0006587053,0.0010090919,0.0009251752,
270900,0.0015196187,0.0000000013,0.0003937361,0.0065336278,0.0010289828,,0.0006589028,0.0010110137,0.0009206673,
271000,0.0015265500,0.0000000019,0.0003922731,0.0065363782,0.0010311033,,0.0006575310,0.0010147959,0.0009153060,
271100,0.0015304306,0.0000000000,0.0003918682,0.0065375173,0.0010308408,,0.0006592429,0.0010187238,0.0009157068,
271200,0.0015310022,0.0000000000,0.0003917085,0.0065386594,0.0010343054,,0.0006610904,0.0010198626,0.0009154722,
271300,0.0015334435,0.0000000013,0.0003919089,0.0065415701,0.0010347875,,0.0006600059,0.0010203158,0.0009130025,
271400,0.0015358876,0.0000000017,0.0003909396,0.0065424501,0.0010352910,,0.0006573937,0.0010232916,0.0009065759,
271500,0.0015383920,0.0000000013,0.0003917590,0.0065479565,0.0010343718,,0.0006574765,0.0010253037,0.0009089564,
271600,0.0015411826,0.0000000000,0.0003907377,0.0065481024,0.0010344124,,0.0006545127,0.0010260148,0.0009088683,
271700,0.0015459458,0.0000000000,0.0003937494,0.0065499400,0.0010368112,,0.0006541869,0.0010240321,0.0009067843,
271800,0.0015495407,0.0000000013,0.0003923522,0.0065543363,0.0010329463,,0.0006551920,0.0010273959,0.0009059920,
271900,0.0015534617,0.0000000000,0.0003939330,0.0065566673,0.0010316603,,0.0006558737,0.0010268886,0.0009078161,
272000,0.0015580509,0.0000000013,0.0003915870,0.0065549855,0.0010323187,,0.0006566854,0.0010281423,0.0009088439,
272100,0.0015623545,0.0000000011,0.0003931238,0.0065574380,0.0010325056,,0.0006572318,0.0010288097,0.0009071973,
272200,0.0015614505,0.0000000000,0.0003908075,0.0065582939,0.0010339865,,0.0006582979,0.0010292489,0.0009095665,
272300,0.0015610988,0.0000000011,0.0003915426,0.0065594189,0.0010371382,,0.0006558754,0.0010286617,0.0009099319,
272400,0.0015687492,0.0000000008,0.0003885891,0.0065622562,0.0010334699,,0.0006548580,0.0010287158,0.0009096749,
272500,0.0015679618,0.0000000000,0.0003873468,0.0065644976,0.0010336468,,0.0006533762,0.0010264900,0.0009097507,
272600,0.0015736531,0.0000000000,0.0003872640,0.0065658361,0.0010352427,,0.0006522876,0.0010277430,0.0009087407,
272700,0.0015807363,0.0000000017,0.0003863933,0.0065693621,0.0010320563,,0.0006524022,0.0010237401,0.0009078586,
272800,0.0015801197,0.0000000019,0.0003848865,0.0065732608,0.0010317141,,0.0006518482,0.0010228823,0.0009077466,
272900,0.0015842437,0.0000000000,0.0003841444,0.0065777320,0.0010350239,,0.0006520421,0.0010242136,0.0009039056,
273000,0.0015884887,0.0000000008,0.0003834476,0.0065794739,0.0010326479,,0.0006520472,0.0010265868,0.0009018350,
273100,0.0015958030,0.0000000020,0.0003874474,0.0065810352,0.0010343964,,0.0006511319,0.0010244507,0.0009019063,
273200,0.0016003496,0.0000000019,0.0003844357,0.0065841680,0.0010352201,,0.0006507932,0.0010228663,0.0009007300,
273300,0.0016044485,0.0000000015,0.0003862197,0.0065851648,0.0010360234,,0.0006508584,0.0010260427,0.0008987616,
273400,0.0016084485,0.0000000000,0.0003888990,0.0065891985,0.0010365179,,0.0006514376,0.0010267389,0.0008941579,
273500,0.0016117270,0.0000000022,0.0003887647,0.0065928017,0.0010369966,,0.0006543161,0.0010265109,0.0008965995,
273600,0.0016127755,0.0000000000,0.0003895502,0.0065928439,0.0010373412,,0.0006560507,0.0010261865,0.0008950848,
273700,0.0016165261,0.0000000013,0.0003899389,0.0065934595,0.0010394829,,0.0006529874,0.0010242091,0.0008958289,
273800,0.0016209003,0.0000000000,0.0003881311,0.0065951066,0.0010412858,,0.0006536310,0.0010242727,0.0008945074,
273900,0.0016243705,0.0000000000,0.0003887805,0.0065997962,0.0010449409,,0.0006550003,0.0010250027,0.0008928739,
274000,0.0016308774,0.0000000000,0.0003868255,0.0066034983,0.0010477552,,0.0006542775,0.0010258927,0.0008920006,
274100,0.0016366313,0.0000000000,0.0003870013,0.0066045974,0.0010459216,,0.0006522748,0.0010275045,0.0008911858,
274200,0.0016413300,0.0000000011,0.0003882134,0.0066053820,0.0010465515,,0.0006546831,0.0010256714,0.0008905380,
274300,0.0016422994,0.0000000000,0.0003895407,0.0066078012,0.0010528300,,0.0006548744,0.0010259762,0.0008862104,
274400,0.0016498335,0.0000000000,0.0003915610,0.0066083962,0.0010563486,,0.0006554492,0.0010270958,0.0008867687,
274500,0.0016534123,0.0000000019,0.0003934078,0.0066122915,0.0010588164,,0.0006534251,0.0010254685,0.0008880249,
274600,0.0016586629,0.0000000000,0.0003910047,0.0066115765,0.0010607957,,0.0006533051,0.0010267137,0.0008890760,
274700,0.0016623261,0.0000000022,0.0003898737,0.0066118400,0.0010622574,,0.0006507694,0.0010314581,0.0008875807,
274800,0.0016650050,0.0000000000,0.0003891873,0.0066140941,0.0010605131,,0.0006556091,0.0010331977,0.0008856128,
274900,0.0016693572,0.0000000000,0.0003901653,0.0066173566,0.0010601749,,0.0006546832,0.0010301875,0.0008822054,
275000,0.0016683220,0.0000000008,0.0003905763,0.0066217414,0.0010624467,,0.0006547533,0.0010350870,0.0008846253,
275100,0.0016706056,0.0000000013,0.0003894610,0.0066225486,0.0010658356,,0.0006544172,0.0010374696,0.0008795804,
275200,0.0016736268,0.0000000000,0.0003879612,0.0066252403,0.0010677719,,0.0006531847,0.0010394126,0.0008799237,
275300,0.0016741724,0.0000000013,0.0003865685,0.0066296756,0.0010674331,,0.0006485081,0.0010401561,0.0008791818,
275400,0.0016766544,0.0000000015,0.0003839154,0.0066295162,0.0010682513,,0.0006489925,0.0010430218,0.0008797101,
275500,0.0016834785,0.0000000000,0.0003835154,0.0066334340,0.0010700021,,0.0006503364,0.0010441548,0.0008752174,
275600,0.0016872758,0.0000000000,0.0003842881,0.0066393195,0.0010691651,,0.0006484341,0.0010429438,0.0008747113,
275700,0.0016921870,0.0000000000,0.0003832200,0.0066422415,0.0010703596,,0.0006496962,0.0010423657,0.0008749891,
275800,0.0016929138,0.0000000000,0.0003834847,0.0066429259,0.0010701021,,0.0006507418,0.0010466117,0.0008708144,
275900,0.0016946976,0.0000000000,0.0003824960,0.0066450215,0.0010708528,,0.0006498204,0.0010484843,0.0008720143,
276000,0.0016975183,0.0000000000,0.0003838351,0.0066482014,0.0010710362,,0.0006515904,0.0010474524,0.0008745410,
276100,0.0017001596,0.0000000019,0.0003829397,0.0066510004,0.0010722845,,0.0006524112,0.0010486484,0.0008770187,
276200,0.0017014778,0.0000000000,0.0003789032,0.0066524751,0.0010747853,,0.0006522382,0.0010497401,0.0008753577,
276300,0.0017048366,0.0000000000,0.0003783625,0.0066515315,0.0010742043,,0.0006498359,0.0010518218,0.0008727241,
276400,0.0017077760,0.0000000000,0.0003761107,0.0066556969,0.0010731495,,0.0006512365,0.0010497087,0.0008713293,
276500,0.0017078879,0.0000000000,0.0003739612,0.0066608519,0.0010684570,,0.0006522124,0.0010544559,0.0008702452,
276600,0.0017064028,0.0000000000,0.0003735232,0.0066649454,0.0010711547,,0.0006506291,0.0010542592,0.0008665934,
276700,0.0017050245,0.0000000017,0.0003738410,0.0066661827,0.0010733077,,0.0006482287,0.0010542456,0.0008669618,
276800,0.0017057948,0.0000000000,0.0003750398,0.0066680639,0.0010739968,,0.0006471177,0.0010532129,0.0008663757,
276900,0.0017067186,0.0000000000,0.0003753684,0.0066666700,0.0010729904,,0.0006467750,0.0010580347,0.0008630695,
277000,0.0017077411,0.0000000000,0.0003761206,0.0066688851,0.0010741424,,0.0006483303,0.0010606218,0.0008627177,
277100,0.0017117741,0.0000000000,0.0003746275,0.0066706563,0.0010729597,,0.0006483127,0.0010601287,0.0008633087,
277200,0.0017142723,0.0000000017,0.0003775462,0.0066722536,0.0010712764,,0.0006474786,0.0010573300,0.0008657337,
277300,0.0017123172,0.0000000000,0.0003807387,0.0066711071,0.0010677895,,0.0006478602,0.0010585453,0.0008645422,
277400,0.0017124687,0.0000000000,0.0003807816,0.0066718610,0.0010698493,,0.0006487749,0.0010583875,0.0008672412,
277500,0.0017108931,0.0000000000,0.0003807972,0.0066751251,0.0010732528,,0.0006501172,0.0010605440,0.0008694604,
277600,0.0017074447,0.0000000000,0.0003820856,0.0066744624,0.0010736843,,0.0006508361,0.0010604268,0.0008698637,
277700,0.0017077357,0.0000000000,0.0003830311,0.0066777522,0.0010724918,,0.0006513318,0.0010610302,0.0008687286,
277800,0.0017086917,0.0000000000,0.0003796091,0.0066822453,0.0010712657,,0.0006528768,0.0010638780,0.0008714259,
277900,0.0017094787,0.0000000000,0.0003769685,0.0066842123,0.0010694928,,0.0006530083,0.0010639134,0.0008726375,
278000,0.0017075823,0.0000000000,0.0003765738,0.0066857178,0.0010678374,,0.0006512650,0.0010640426,0.0008698977,
278100,0.0017063765,0.0000000000,0.0003774198,0.0066868617,0.0010642931,,0.0006517764,0.0010642078,0.0008695965,
278200,0.0017093899,0.0000000015,0.0003786379,0.0066886160,0.0010625792,,0.0006541719,0.0010640075,0.0008675000,
278300,0.0017091525,0.0000000000,0.0003795848,0.0066934488,0.0010637394,,0.0006549273,0.0010636871,0.0008669492,
278400,0.0017088662,0.0000000022,0.0003785806,0.0066940189,0.0010665584,,0.0006529703,0.0010673131,0.0008632247,
278500,0.0017073469,0.0000000024,0.0003789117,0.0066952717,0.0010675971,,0.0006531583,0.0010701184,0.0008639624,
278600,0.0017054056,0.0000000017,0.0003789538,0.0067002037,0.0010700913,,0.0006565327,0.0010684013,0.0008633091,
278700,0.0017039056,0.0000000000,0.0003780621,0.0067024797,0.0010699626,,0.0006558895,0.0010698961,0.0008614895,
278800,0.0017017516,0.0000000000,0.0003778693,0.0067034916,0.0010690869,,0.0006537260,0.0010707335,0.0008632498,
278900,0.0016998665,0.0000000000,0.0003798063,0.0067050191,0.0010703045,,0.0006525521,0.0010689396,0.0008616581,
279000,0.0017063564,0.0000000000,0.0003784158,0.0067086560,0.0010714634,,0.0006548685,0.0010666612,0.0008644181,
279100,0.0017079042,0.0000000000,0.0003798145,0.0067090436,0.0010713921,,0.0006586246,0.0010654363,0.0008633715,
279200,0.0017105343,0.0000000008,0.0003810670,0.0067153634,0.0010684428,,0.0006595032,0.0010672196,0.0008648747,
279300,0.0017096493,0.0000000000,0.0003789453,0.0067195656,0.0010681870,,0.0006604853,0.0010671039,0.0008604319,
279400,0.0017107976,0.0000000000,0.0003757901,0.0067228815,0.0010700648,,0.0006617312,0.0010691054,0.0008596128,
279500,0.0017126112,0.0000000020,0.0003764946,0.0067278815,0.0010702553,,0.0006593209,0.0010685625,0.0008590797,
279600,0.0017103422,0.0000000011,0.0003777098,0.0067305265,0.0010702077,,0.0006616995,0.0010708656,0.0008601743,
279700,0.0017143019,0.0000000013,0.0003764450,0.0067348184,0.0010663333,,0.0006592980,0.0010687434,0.0008615781,
279800,0.0017178697,0.0000000011,0.0003751696,0.0067368780,0.0010654989,,0.0006636601,0.0010678032,0.0008662380,
279900,0.0017165901,0.0000000000,0.0003767724,0.0067427121,0.0010699105,,0.0006664581,0.0010750462,0.0008652222,
280000,0.0017178877,0.0000000008,0.0003757676,0.0067416956,0.0010719733,,0.0006651942,0.0010696715,0.0008681312,
280100,0.0017198822,0.0000000000,0.0003767134,0.0067445528,0.0010675887,,0.0006663222,0.0010698524,0.0008674383,
280200,0.0017220148,0.0000000011,0.0003749426,0.0067489889,0.0010685810,,0.0006646806,0.0010726800,0.0008711120,
280300,0.0017215139,0.0000000000,0.0003748996,0.0067544542,0.0010702104,,0.0006669582,0.0010770058,0.0008709407,
280400,0.0017290920,0.0000000000,0.0003750536,0.0067599114,0.0010726822,,0.0006667837,0.0010733450,0.0008705094,
280500,0.0017344740,0.0000000017,0.0003752285,0.0067644673,0.0010739791,,0.0006673605,0.0010684865,0.0008703317,
280600,0.0017377634,0.0000000000,0.0003746004,0.0067698661,0.0010725682,,0.0006681925,0.0010699074,0.0008732054,
280700,0.0017385036,0.0000000000,0.0003730877,0.0067757079,0.0010717470,,0.0006677727,0.0010735863,0.0008701376,
280800,0.0017437782,0.0000000023,0.0003739988,0.0067811663,0.0010744883,,0.0006685646,0.0010776942,0.0008698665,
280900,0.0017485445,0.0000000000,0.0003738143,0.0067853154,0.0010743481,,0.0006697631,0.0010769942,0.0008679530,
281000,0.0017525332,0.0000000015,0.0003744208,0.0067874098,0.0010773136,,0.0006723523,0.0010739964,0.0008702104,
281100,0.0017558981,0.0000000000,0.0003749504,0.0067944098,0.0010813132,,0.0006713363,0.0010736546,0.0008676568,
281200,0.0017607317,0.0000000017,0.0003754924,0.0067977184,0.0010800049,,0.0006717501,0.0010763862,0.0008689062,
281300,0.0017626943,0.0000000017,0.0003765701,0.0068010933,0.0010833484,,0.0006738614,0.0010762463,0.0008692236,
281400,0.0017694710,0.0000000017,0.0003804808,0.0068049534,0.0010843787,,0.0006714590,0.0010803868,0.0008700441,
281500,0.0017737767,0.0000000000,0.0003810704,0.0068063865,0.0010847875,,0.0006740366,0.0010825995,0.0008684886,
281600,0.0017799019,0.0000000000,0.0003822072,0.0068069269,0.0010862300,,0.0006754005,0.0010808759,0.0008733228,
281700,0.0017810838,0.0000000011,0.0003800510,0.0068122867,0.0010861120,,0.0006770322,0.0010845732,0.0008714030,
281800,0.0017876734,0.0000000000,0.0003785647,0.0068149128,0.0010916551,,0.0006775358,0.0010851760,0.0008708993,
281900,0.0017930265,0.0000000000,0.0003770672,0.0068188300,0.0010893940,,0.0006779552,0.0010857400,0.0008677629,
282000,0.0017957056,0.0000000017,0.0003756820,0.0068273307,0.0010907478,,0.0006810067,0.0010878769,0.0008688209,
282100,0.0017970861,0.0000000000,0.0003747794,0.0068328843,0.0010931525,,0.0006812100,0.0010890284,0.0008647479,
282200,0.0017982664,0.0000000019,0.0003731970,0.0068358245,0.0010934350,,0.0006819135,0.0010929737,0.0008611130,
282300,0.0017997294,0.0000000020,0.0003723881,0.0068403299,0.0010935654,,0.0006852763,0.0010932013,0.0008605929,
282400,0.0018021934,0.0000000000,0.0003733585,0.0068439922,0.0010946553,,0.0006854181,0.0010910644,0.0008623694,
282500,0.0018023656,0.0000000022,0.0003738092,0.0068498104,0.0010957389,,0.0006849235,0.0010929440,0.0008596092,
282600,0.0018094961,0.0000000000,0.0003736036,0.0068572818,0.0010965782,,0.0006870912,0.0010941818,0.0008575563,
282700,0.0018101565,0.0000000017,0.0003718693,0.0068623691,0.0010975049,,0.0006862915,0.0010942314,0.0008580716,
282800,0.0018122986,0.0000000000,0.0003736755,0.0068628101,0.0010986287,,0.0006877766,0.0010927935,0.0008571510,
282900,0.0018147818,0.0000000000,0.0003754225,0.0068675255,0.0010977944,,0.0006871185,0.0010943250,0.0008584134,
